ID,Traditional,Simplified,Pinyin,POS,Meaning
L4-0046,半數,半数,bànshù,Det,half
L4-0047,扮演,扮演,bànyǎn,VA,play part of
L4-0048,半夜,半夜,bànyè,N,"midnight, (in) the middle of the night, half a night"
L4-0049,傍晚,傍晚,bāngwǎn,N,"dusk, nightfall"
L4-0050,榜樣,榜样,bǎngyàng,N,"example, model"
L4-0051,磅,磅,bàng,M,pound
L4-0052,棒,棒,bàng,M,measure word for hitting sth with a stick-like stuff.
L4-0053,棒子,棒子,bàngzi,N,"stick, club, cudgel"
L4-0054,包括,包括,bāokuò,Vs,"include, consist of, comprise, incorporate"
L4-0055,包裹,包裹,bāoguǒ,N,"bundle, parcel, package"
L4-0056,包含,包含,bāohán,Vs,"contain, embody, include"
L4-0057,包裝,包装,bāozhuāng,VA,"pack, dress up"
L4-0058,包裝,包装,bāozhuāng,N,"packing, packaging, package"
L4-0059,保,保,bǎo,VA,"keep, protect"
L4-0060,寶寶,宝宝,bǎobǎo,N,precious/darling baby
L4-0061,寶貝,宝贝,bǎobèi,N,"treasured object, treasure, darling, baby, cowry"
L4-0062,保持,保持,bǎochí,Vs,"keep, maintain, preserve"
L4-0063,保存,保存,bǎocún,VA,"preserve, conserve, keep"
L4-0064,寶貴,宝贵,bǎoguì,Vs,"valuable, precious"
L4-0065,保護,保护,bǎohù,VA,"protect, safeguard"
L4-0066,保留,保留,bǎoliú,VA,"continue to have, retain, hold back, reserve"
L4-0067,保守,保守,bǎoshǒu,Vs,conservative
L4-0068,保衛,保卫,bǎowèi,VA,"defend, safeguard"
L4-0069,保險,保险,bǎoxiǎn,N,insurance
L4-0070,保養,保养,bǎoyǎng,VA,"take good care of one's health, maintain, keep in good repair"
L4-0071,保障,保障,bǎozhàng,VA,"ensure, safeguard"
L4-0072,保障,保障,bǎozhàng,N,"protection, safeguard, indemnification"
L4-0073,保證,保证,bǎozhèng,VA,guarantee
L4-0073,保証,保证,bǎozhèng,VA,guarantee
L4-0074,保證,保证,bǎozhèng,N,guarantee
L4-0074,保証,保证,bǎozhèng,N,guarantee
L4-0075,抱,抱,bào,Vs,hold (a particular opinion or belief)
L4-0076,報,报,bào,VA,"①report, reply; ②to hit back (at sb. or sth.), recompense"
L4-0077,報仇,报仇,bàochóu,VA,"revenge, avenge"
L4-0078,報答,报答,bàodá,VA,"repay, requite"
L4-0079,報導,报导,bàodǎo,VA,report
L4-0080,報到,报到,bàodào,VA,"report for duty, check in, register"
L4-0081,報告,报告,bàogào,N,"report, speech, (student) term paper"
L4-0082,報告,报告,bàogào,VA,"report, make known"
L4-0083,報警,报警,bàojǐng,VA,report (an incident) to the police
L4-0084,暴力,暴力,bàolì,N,"violence, force"
L4-0085,報名,报名,bàomíng,VA,"enter one's name, sign up"
L4-0086,報社,报社,bàoshè,N,newspaper office
L4-0087,抱怨,抱怨,bàoyuàn,VA,"complain, grumble"
L4-0088,爆炸,爆炸,bàozhà,Vs,"explode, blow up"
L4-0089,暴躁,暴躁,bàozào,Vs,"petulant, irascible, explosive"
L4-0090,悲劇,悲剧,bēijù,N,tragedy
L4-0091,悲痛,悲痛,bēitòng,Vs,"grieve, sorrow, painfully sad"
L4-0092,背包,背包,bēibāo,N,"knapsack, rucksack, field pack, shoulder bag, blanket roll"
L4-0093,北部,北部,běibù,N,northern part
L4-0094,北方,北方,běifāng,N,"north, northern part of country"
L4-0095,倍,倍,bèi,N,"times, -fold"
L4-0096,備,备,bèi,VA,"prepare, get ready, be equipped with, have"
L4-0097,被動,被动,bèidòng,Vs,passive
L4-0098,背後,背后,bèihòu,N,"behind, in the rear, behind/at the back"
L4-0099,背景,背景,bèijǐng,N,"background, backdrop"
L4-0100,背面,背面,bèimiàn,N,"the reverse side, the wrong side, rear, the back"
L4-0101,輩子,辈子,bèizi,N,"all one's life, lifetime"
L4-0102,奔,奔,bēn,VA,"go straight towards, head for, approach, be getting close to"
L4-0103,奔跑,奔跑,bēnpǎo,VA,run
L4-0104,本,本,běn,Det,"[formal] this, one's own"
L4-0105,本來,本来,běnlái,Vs,original
L4-0106,本領,本领,běnlǐng,N,"capability, skill, ability"
L4-0107,本人,本人,běnrén,N,"I, me, myself, oneself, in person"
L4-0108,本土,本土,běntǔ,N,"one's native country, metropolitan territory"
L4-0109,笨重,笨重,bènzhòng,Vs,awkward
L4-0110,逼,逼,bī,VA,"force, press for, press on towards"
L4-0111,比,比,bǐ,VA,gesticulate
L4-0112,筆,笔,bǐ,M,measure word for: ①handwriting or painting; ②a sum of money or an account etc
L4-0113,彼此,彼此,bǐcǐ,N,"each other, one another"
L4-0114,比方,比方,bǐfāng,Prep,for instance
L4-0115,比方,比方,bǐfāng,N,"analogy, instance, supposition, illustration by example"
L4-0116,比方說,比方说,bǐfāngshuō,Prep,for instance
L4-0117,筆記,笔记,bǐjì,N,"notes, short sketches"
L4-0118,比較,比较,bǐjiào,N,"contrast, comparasion"
L4-0119,比較,比较,bǐjiào,VA,"compare, contrast"
L4-0120,比例,比例,bǐlì,N,"proportion, scale"
L4-0121,比如,比如,bǐrú,Prep,for example
L4-0122,比如說,比如说,bǐrúshuō,Prep,for instance
L4-0123,筆試,笔试,bǐshì,VA,take a written test
L4-0124,閉,闭,bì,VA,"shut, close, stop up, obstruct"
L4-0125,畢竟,毕竟,bìjìng,Adv,"after all, when all is said and done"
L4-0126,避免,避免,bìmiǎn,VA,"avoid, refrain from, avert"
L4-0127,必須,必须,bìxū,Vs,"necessary, required"
L4-0128,必要,必要,bìyào,N,"necessary, indispensable"
L4-0129,必要,必要,bìyào,Vs,need
L4-0130,編,编,biān,VA,"weave, plait, organize, group, edit, compile, write, compose, fabricate"
L4-0131,邊,边,biān,Adv,two or more bi1n used before verbs to express the simultaneous progression or development of two or more actions
L4-0132,鞭炮,鞭炮,biānpào,N,"firecrackers, string of small firecrackers"
L4-0133,扁,扁,biǎn,Vs,flat
L4-0134,便,便,biàn,Adv,"then, in that case, as early/little as, as soon as"
L4-0135,變動,变动,biàndòng,N,"change, alternation"
L4-0136,變動,变动,biàndòng,Vs,"change, fluctuate"
L4-0137,變更,变更,biàngēng,VA,"change, modify"
L4-0138,便利,便利,biànlì,Vs,facilitate
L4-0139,便條,便条,biàntiáo,N,[informal] note
L4-0140,標題,标题,biāotí,N,"title, heading, headline, caption"
L4-0141,標誌,标志,biāozhì,N,"sign, mark, symbol"
L4-0142,標準,标准,biāozhǔn,Vs,standard
L4-0143,標準,标准,biāozhǔn,N,"standard, criterion"
L4-0144,表達,表达,biǎodá,VA,"express, convey ,voice"
L4-0145,表弟,表弟,biǎodì,N,younger male cousin of different surname
L4-0146,表哥,表哥,biǎogē,N,older male cousin of different surname
L4-0147,表格,表格,biǎogé,N,"form, table"
L4-0148,表妹,表妹,biǎomèi,N,younger female cousin of different surname
L4-0149,表面,表面,biǎomiàn,N,"surface, face, outside, appearance"
L4-0150,表情,表情,biǎoqíng,N,"a facial expression, countenance"
L4-0151,表示,表示,biǎoshì,VA,"show, express, indicate"
L4-0152,表揚,表扬,biǎoyáng,VA,"praise, commend"
L4-0153,冰,冰,bīng,Vs,"feel cold, put on ice"
L4-0154,冰淇淋,冰淇淋,bīngqílín,N,ice cream
L4-0155,丙,丙,bǐng,Det,"third, third of the ten Heavenly Stems"
L4-0156,並,并,bìng,Conj,[formal] and
L4-0157,並,并,bìng,Adv,"actually, truly"
L4-0158,病毒,病毒,bìngdú,N,virus
L4-0159,病房,病房,bìngfáng,N,"hospital ward, sickroom"
L4-0160,並且,并且,bìngqiě,Conj,"and, besides, moreover"
L4-0161,撥,拨,bō,VA,"turn, stir, poke, move with hand/foot/stick/etc"
L4-0162,菠菜,菠菜,bōcài,N,spinach
L4-0163,波動,波动,bōdòng,VA,"undulate, fluctuate"
L4-0164,玻璃,玻璃,bōlí,N,glass
L4-0165,薄,薄,bó,Vs,"thin, flimsy, weak, light, lacking in warmth, cold, infertile"
L4-0166,伯伯,伯伯,bóbo,N,"father's elder brother, uncle"
L4-0167,伯父,伯父,bófù,N,"father's older brother, uncle (address to male of father's generation)"
L4-0168,伯母,伯母,bómǔ,N,"wife of father's elder brother, aunt"
L4-0169,薄弱,薄弱,bóruò,Vs,"frail, weak"
L4-0170,博士,博士,bóshì,N,"Ph.D., court academician, master of any trade/craft"
L4-0171,博物館,博物馆,bówùguǎn,N,museum
L4-0172,脖子,脖子,bózi,N,neck
L4-0173,播,播,bò,VA,broadcast
L4-0174,不大,不大,bùdà,Adv,"not very, not too"
L4-0175,不當,不当,bùdàng,Vs,"unsuitable, inappropriate"
L4-0176,不到,不到,bùdào,Vs,be less than
L4-0177,不斷,不断,bùduàn,Vs,"unceasing, continuous"
L4-0178,不斷,不断,bùduàn,Adv,"unceasingly, continuously"
L4-0179,不顧,不顾,bùgù,Vs,ignore
L4-0180,不過,不过,bùguò,Adv,"only, merely"
L4-0181,不過,不过,bùguò,Adv,no more than
L4-0182,不見得,不见得,bùjiàndé,Adv,not necessarily/likely
L4-0183,不利,不利,bùlì,Vs,"unfavorable, detrimental, unsuccessful"
L4-0184,不論,不论,bùlùn,Conj,no matter how/who/what/etc
L4-0185,不幸,不幸,bùxìng,Vs,unfortunate
L4-0186,不用說,不用说,bùyòngshuō,Conj,it goes without saying; needless to say; as a matter of course
L4-0187,不再,不再,bùzài,Adv,no more/longer
L4-0188,捕,捕,bǔ,VA,"catch, seize, arrest"
L4-0189,補,补,bǔ,VA,"mend, patch, supplementary"
L4-0190,補償,补偿,bǔcháng,VA,compensate
L4-0191,補充,补充,bǔchōng,VA,"replenish, supplement"
L4-0192,補課,补课,bǔkè,VA,"give students an special class or tutori, supplement a lesson, make up a missed lesson"
L4-0193,補習,补习,bǔxí,VA,take lessons after school/work
L4-0194,補助,补助,bǔzhù,N,subsidization
L4-0195,補助,补助,bǔzhù,VA,subsidize
L4-0196,步,步,bù,M,stages in a process
L4-0197,不安,不安,bù'ān,Vs,"be anxious, be uneasy, be restless"
L4-0198,不成,不成,bùchéng,Vs,"cannot, should not, must not"
L4-0199,不得不,不得不,bùdébù,Adv,"cannot but, have to"
L4-0200,不得已,不得已,bùdéyǐ,Vs,have no alternative
L4-0201,部隊,部队,bùduì,N,"army, troops"
L4-0202,不敢當,不敢当,bùgǎndāng,Vs,not be deserving of
L4-0203,布告,布告,bùgào,N,"notice, bulletin"
L4-0203,佈告,布告,bùgào,N,"notice, bulletin"
L4-0204,布告欄,布告栏,bùgàolán,N,bulletin board
L4-0204,佈告欄,布告栏,bùgàolán,N,bulletin board
L4-0205,不合,不合,bùhé,Vs,"conflict with (opinioon, rules etc)"
L4-0206,不僅,不仅,bùjǐn,Conj,not only
L4-0207,不良,不良,bùliáng,Vs,"bad, harmful"
L4-0208,不滿,不满,bùmǎn,Vs,"resentful, dissatisfied"
L4-0209,部門,部门,bùmén,N,"department, branch, classification"
L4-0210,不平,不平,bùpíng,Vs,"dissatisfied, unfair, uneven"
L4-0211,不然,不然,bùrán,Conj,"otherwise, if not, or else"
L4-0212,不如,不如,bùrú,Conj,it would be better to
L4-0213,不如,不如,bùrú,Vs,be unequal/inferior to
L4-0214,不停,不停,bùtíng,Adv,continuously
L4-0215,不許,不许,bùxǔ,VA,"forbid, do not permit"
L4-0216,不許,不许,bùxǔ,Adv,disallow
L4-0217,不宜,不宜,bùyí,Vs,be unsuitable
L4-0218,不由得,不由得,bùyóude,Adv,can't help
L4-0219,部長,部长,bùzhǎng,N,"minister, head of a section"
L4-0220,不止,不止,bùzhǐ,Vs,"not be limited (to), endless"
L4-0221,不只,不只,bùzhǐ,Adv,"not only, not merely"
L4-0222,布置,布置,bùzhì,VA,"arrange, fix up, assign"
L4-0222,佈置,布置,bùzhì,VA,"arrange, fix up, assign"
L4-0223,不准,不准,bùzhǔn,Adv,disallow
L4-0224,不足,不足,bùzú,Vs,"not be enough, not be worth (doing sth.), cannot, should not"
L4-0225,財產,财产,cáichǎn,N,property
L4-0226,財富,财富,cáifù,N,"wealth, fortune, riches"
L4-0227,材料,材料,cáiliào,N,"material, data, stuff, ingredients"
L4-0228,才能,才能,cáinéng,N,"ability, talent"
L4-0229,裁判,裁判,cáipàn,N,"judge, referee, umpire"
L4-0230,踩,踩,cǎi,VA,"step on, trample"
L4-0231,採,采,cǎi,VA,"pick, gather"
L4-0232,採購,采购,cǎigòu,VA,purchase
L4-0233,彩色,彩色,cǎisè,Vs,colorful
L4-0234,採用,采用,cǎiyòng,VA,"select for use, employ, adopt"
L4-0235,參考,参考,cānkǎo,VA,"consult, refer to"
L4-0236,倉庫,仓库,cāngkù,N,"warehouse, godown, granary, treasury vault"
L4-0237,蠶,蚕,cán,N,silkworm
L4-0238,慚愧,惭愧,cánkuì,Vs,ashamed
L4-0239,慘,惨,cǎn,Vs,"miserable, pitiful, tragic, cruel, savage"
L4-0240,藏,藏,cáng,VA,"hide, conceal, store, lay by"
L4-0241,操場,操场,cāochǎng,N,"playground, sportsground ,drill ground"
L4-0242,操心,操心,cāoxīn,Vs,"trouble about, take pains, worry, care, take trouble, wrack one's brains, worry about"
L4-0243,操作,操作,cāozuò,VA,"operate, manipulate"
L4-0244,冊,册,cè,M,volume
L4-0245,測量,测量,cèliáng,VA,"measure, survey"
L4-0246,策略,策略,cèlüè,N,tactics
L4-0247,測試,测试,cèshì,VA,"survey, measure and test"
L4-0248,測驗,测验,cèyàn,VA,test
L4-0249,測驗,测验,cèyàn,N,"test, quiz"
L4-0250,層,层,céng,M,partial measure word for: ①the storeys of a building; ②an outer covering.
L4-0251,曾,曾,céng,Adv,"once, ever, before"
L4-0252,曾經,曾经,céngjīng,Adv,"once, ever"
L4-0253,插,插,chā,VA,"insert, interpose"
L4-0254,差,差,chā,N,difference
L4-0255,差別,差别,chābié,N,difference
L4-0256,差錯,差错,chācuò,N,"mistake, error, mishap"
L4-0257,插花,插花,chāhuā,VA,"decorate with flowers, insert/arrange flowers"
L4-0258,差距,差距,chājù,N,spatial difference
L4-0259,插圖,插图,chātú,N,book illustrations/pictures
L4-0260,差異,差异,chāyì,N,"difference, divergence, discrepancy, diversity"
L4-0261,茶館,茶馆,cháguǎn,N,teahouse
L4-0261,茶館兒,茶馆儿,cháguǎnr,N,teahouse
L4-0262,茶會,茶会,cháhuì,N,tea party
L4-0263,茶葉,茶叶,cháyè,N,tea leaves
L4-0264,拆,拆,chāi,VA,"tear open, take apart, pull down, dismantle"
L4-0265,產,产,chǎn,VA,produced
L4-0266,產量,产量,chǎnliàng,N,"output, yield"
L4-0267,產生,产生,chǎnshēng,Vs,"come into being, produce, engender, emerge"
L4-0268,產業,产业,chǎnyè,N,"estate, property, industry"
L4-0269,嚐,尝,cháng,VA,to taste
L4-0270,嘗,尝,cháng,VA,"taste, experience, come to know"
L4-0271,長處,长处,chángchù,N,"forte, strong/good points"
L4-0272,長度,长度,chángdù,N,length
L4-0273,長方形,长方形,chángfāngxíng,N,rectangle
L4-0274,長久,长久,chángjiǔ,Vs,"for a long time, permanently"
L4-0275,長期,长期,chángqí,N,"long period of time, long-term"
L4-0276,常識,常识,chángshì,N,"general knowledge, common sense"
L4-0277,嘗試,尝试,chángshì,N,try
L4-0277,嚐試,尝试,chángshì,N,try
L4-0278,嘗試,尝试,chángshì,VA,"attempt, try"
L4-0278,嚐試,尝试,chángshì,VA,"attempt, try"
L4-0279,長途,长途,chángtú,Vs,long distance
L4-0280,場,场,chǎng,M,measure word for the course of an event or certain action.
L4-0281,場地,场地,chǎngdì,N,"space, place, site"
L4-0282,場合,场合,chǎnghé,N,"occasion, situation"
L4-0283,廠商,厂商,chǎngshāng,N,"firm, business"
L4-0284,場所,场所,chǎngsuǒ,N,"place, arena"
L4-0285,抄,抄,chāo,VA,"copy, transcribe, plagiarize, lift, search and confiscate, go off with, take shortcut, fold (one's arms), grab, take up"
L4-0286,超出,超出,chāochū,Vs,"exceed, go beyond, overstep"
L4-0287,超過,超过,chāoguò,Vs,"outstrip, surpass, exceed"
L4-0288,超級,超级,chāojí,Vs,super
L4-0289,鈔票,钞票,chāopiào,N,"bank note, paper money, bill"
L4-0290,超人,超人,chāorén,N,superman
L4-0291,抄寫,抄写,chāoxiě,VA,"copy, transcribe"
L4-0292,超越,超越,chāoyuè,VA,exceed
L4-0293,超重,超重,chāozhòng,Vs,"be overweight, overweight"
L4-0294,朝,朝,cháo,Prep,"facing, towards"
L4-0295,潮流,潮流,cháoliú,N,trend
L4-0296,潮溼,潮湿,cháoshī,Vs,"moist, damp"
L4-0296,潮濕,潮湿,cháoshī,Vs,"moist, damp"
L4-0297,炒,炒,chǎo,VA,"stir-fry, fry"
L4-0298,吵架,吵架,chǎojià,VA,"quarrel, have a row/spat"
L4-0299,吵鬧,吵闹,chǎonào,VA,"wrangle, kick up a row"
L4-0300,車禍,车祸,chēhuò,N,traffic accident
L4-0301,車票,车票,chēpiào,N,ticket (for train/bus)
L4-0302,扯,扯,chě,VA,"pull, tear"
L4-0303,徹底,彻底,chèdǐ,Vs,"complete, thorough"
L4-0304,沉,沉,chén,VA,"sink, keep down, lower"
L4-0305,陳列,陈列,chénliè,VA,"display, exhibit"
L4-0306,趁,趁,chèn,Prep,while
L4-0307,撐,撑,chēng,VA,"prop up, brace, push/move with a pole, maintain, keep up"
L4-0308,稱,称,chēng,VA,call
L4-0309,乘,乘,chéng,VA,ride
L4-0310,成,成,chéng,Vs,"accomplish, succeed"
L4-0311,成,成,chéng,M,a tenth of
L4-0312,成本,成本,chéngběn,N,cost
L4-0313,成分,成分,chéngfèn,N,"composition, component part, ingredient, class/economic status"
L4-0313,成份,成份,chéngfèn,N,"composition, component part, ingredient, class/economic status"
L4-0314,成果,成果,chéngguǒ,N,"achievement, gain, positive result"
L4-0315,成交,成交,chéngjiāo,VA,close a deal
L4-0316,成就,成就,chéngjiù,N,"achievement, accomplishment, success"
L4-0317,乘客,乘客,chéngkè,N,passenger
L4-0318,誠懇,诚恳,chéngkěn,Vs,sincere
L4-0319,成立,成立,chénglì,VA,"found, establish"
L4-0320,承認,承认,chéngrèn,VA,"admit, acknowledge, recognize, give diplomatic recognition"
L4-0321,成熟,成熟,chéngshú,Vs,"ripe, mature"
L4-0322,成天,成天,chéngtiān,Adv,"all day long, all the time"
L4-0323,成為,成为,chéngwéi,VA,"become, turn into"
L4-0324,呈現,呈现,chéngxiàn,Vs,"present, appear, emerge"
L4-0325,程序,程序,chéngxù,N,"procedure, order, course, sequence, program"
L4-0326,誠意,诚意,chéngyì,N,"good faith, sincerity"
L4-0327,成語,成语,chéngyǔ,N,"set phrase, idiom"
L4-0328,成長,成长,chéngzhǎng,Vs,"grow up, mature"
L4-0329,吃喝玩樂,吃喝玩乐,chīhēwánlè,VA,"idle away one's time in pleasure-seeking ,eat"
L4-0330,吃虧,吃亏,chīkuī,Vs,"suffer loss, come to grief"
L4-0331,遲,迟,chí,Vs,late
L4-0332,遲早,迟早,chízǎo,Adv,sooner or later
L4-0333,尺,尺,chǐ,N,"rule, ruler, ruler-like instrument"
L4-0334,尺寸,尺寸,chǐcùn,N,"dimension, measurement"
L4-0335,翅膀,翅膀,chìbǎng,N,wing
L4-0336,沖,冲,chōng,VA,"pour boiling water on, rinse, flush, charge, rush, dash, clash, collide, develop (film)"
L4-0337,充分,充分,chōngfèn,Vs,"full, ample, abundant"
L4-0337,充份,充份,chōngfèn,Vs,"full, ample, abundant"
L4-0338,充滿,充满,chōngmǎn,Vs,be brimming/permeated with
L4-0339,充實,充实,chōngshí,Vs,"substantiate, enrich, replenish"
L4-0340,充足,充足,chōngzú,Vs,adequate; sufficient; abundant; ample
L4-0341,蟲子,虫子,chóngzi,N,"worm, insect"
L4-0341,蟲,虫,chóng,N,"worm, insect"
L4-0342,重,重,chóng,Adv,"again, once more"
L4-0343,崇拜,崇拜,chóngbài,Vs,"worship, adore"
L4-0344,崇高,崇高,chónggāo,Vs,"lofty, sublime"
L4-0345,重新,重新,chóngxīn,Adv,"again, anew, afresh"
L4-0346,抽屜,抽屉,chōutì,N,drawer
L4-0347,抽煙,抽烟,chōuyān,VA,smoke (pipe/etc)
L4-0347,抽菸,抽烟,chōuyān,VA,smoke (pipe/etc)
L4-0348,愁,愁,chóu,Vs,"worry, be anxious/grieved"
L4-0349,醜,丑,chǒu,Vs,"ugly, unsightly"
L4-0350,初,初,chū,Post,"at the beginning of, in the early part of"
L4-0351,初,初,chū,Adv,"first, just"
L4-0352,出,出,chū,Vs,"go/come out, exit"
L4-0353,出,出,chū,VA,"exceed, go beyond"
L4-0354,出版,出版,chūbǎn,VA,"come off the press, publish, come out"
L4-0355,初步,初步,chūbù,Vs,"initial, preliminary, tentative"
L4-0356,初步,初步,chūbù,Adv,"initially, preliminarily, tentatively"
L4-0357,出差,出差,chūchāi,VA,"be away on official business or on a bus, be on a business trip, be away on official business"
L4-0358,出產,出产,chūchǎn,Vs,"produce, manufacture"
L4-0359,初級,初级,chūjí,Vs,"elementary, primary"
L4-0360,出境,出境,chūjìng,VA,"leave country, leave the country"
L4-0361,出口,出口,chūkǒu,VA,exit
L4-0362,出門,出门,chūmén,VA,"be away from home, go on journey, go out"
L4-0363,出色,出色,chūsè,Vs,"outstanding, remarkable, splendid"
L4-0364,出身,出身,chūshēn,Vs,"class origin, family background; one's previous experience/occupation"
L4-0365,出生,出生,chūshēng,VA,be born
L4-0366,出事,出事,chūshì,Vs,"meet with mishap, have accident, meet with a mishap, have an accident"
L4-0367,出售,出售,chūshòu,VA,"offer for sale, sell"
L4-0368,出席,出席,chūxí,VA,"attend, be present"
L4-0369,出院,出院,chūyuàn,VA,leave hospital
L4-0370,出租,出租,chūzū,VA,"hire, let, rent"
L4-0371,除,除,chú,Prep,except
L4-0372,除,除,chú,Vs,"get rid of, eliminate, remove"
L4-0373,除,除,chú,VA,(Math.) to divide
L4-0374,儲存,储存,chúcún,VA,"lay in/up, store, stockpile"
L4-0375,除非,除非,chúfēi,Conj,"only if/when, unless"
